丫	Daemon	Yaya
蚊型股	Mosquito stock	Mosquito strands
蚊型郵局	Mosquito post office	Mosquito Post Office
蚊型樓	Mosquito	Mosquito Building
蚊型屋	Mosquito house	Mosquito House
文員	clerk	Clerk
問米	Ask rice	Ask the rice
問米婆	Ask Mi Po	Ask the Rice Po
蚊畴	Mosquito	Mosquito
呡水	Water	Lishui
問師姑借梳	Ask the teacher to borrow comb	Ask the teacher to borrow comb
文書主任	Document director	Clerical Officer
問題少年	Problem boy	Problem Juvenile
蚊螆	Mosquito	Mosquito
文雀	Script	Manches
乜	Unknown	What
勿	do not	Do not
宓	Cure	Mi
密	dense	secret
物	Object	Objects
蜜	honey	Honey
袜	Socks	SOCKS
襪	Socks	Socks
袜	Socks	SOCKS
物似主人形	Things like the master	Like a master shape
密底算盤	Dens	Secret Abacus
密斗車	Dense car	Mel Truck
密斗貨車	Dense truck	Truck
乜 … 都假	...	What... all false
乜都假	都 都	What is false
乜東東	乜 乜 乜	What East
乜解究	Solution	What to research
乜鬼	Ghost	What Ghosts
乜鬼嘢	乜鬼嘢	What's the Ghost
乜人	Person	What people
物有所值	Value	Value for money
乜嘢	乜嘢	What to do
乜嘢都嚟	乜嘢都嚟	What to do
乜嘢都制	制	What to do
乜嘢料	Hesitant	What to do
乜嘢料啊?	What kind of?	What is the material?
乜嘢時候	Time	When and when
乜嘢話?	?	What's the words?
乜嘢喎?	喎 喎?	What's the next thing?
乜嘢,就乜嘢	Oh, just	What to do, what to do
物業	Property	PROPERTY
蜜蠟	Beeswax	Beeswax
乜料	Unusual	What material
密籠	Dense cage	Secret cage
密碼鎖	password	Password Lock
乜乜物物	乜	What and what
乜 … 咩?	...??	What... what?
勿忘初衷	Do not forget the original intention	Do not forget the original intention
勿沙廚	Bob chef	Beta-Kitchen
密實	Dense	Dense
密實袋	Dense bag	Dense bag
乜水	Water	What water
乜誰	Who	What-who
乜時候	Time	When
蜜糖	sugar	Honey
乜滯	Stagnation	What lag
密斟	Dense	dense pour
密質質	Dense quality	Dense
踎	Bleak	
謀	seek	Conspiracy
某	certain	A certain
茂	Luster	Mao
謬	absurd	Fallacy
貿	trade	Trade
踎廁	Toilet	restroom
踎大牌檔	踎 踎 踎 踎	big file
踎低	Downturn	Low
踎墩	Pier	Tun
踎街	Tadpole street	Gong Street
踎格仔	Takashi	Checkered
踎監	Prison	impriser
踎塔	Tower	Ta
唔臭米氣	米 qi	Not stinky rice gas
唔出奇	Surprisingly	Not surprisingly
唔似	Like	Not like
唔似得	Look like	I don't seem to be
唔黐家	黐 黐 黐 黐	Ny Ka
唔似樣	Like	Not like
唔清唔楚	清 清	Not clear
唔切	Cut off	Don't cut
唔錯	Wrong	Not wrong
唔單只	单	Not only
唔單只 … ,仲 … ໹	唔 Shan alone ..., Zhong ...…	Not only..., Zhong...
唔抵	Be overwhelmed	Not
唔抵得	Be able to	Do not deserve
唔抵得頸	Be able to	Don't get the neck
唔抵得諗	Be able to	Not to be able to
唔得	Do not	Not to
唔得切	Cut off	Do not cut
唔得ට	ට	Not to be able to
唔得閒	Be free	No leisure
唔等使	Wait	Don't wait
唔嗲唔吊	吊 吊	Well whine hanging
唔對超	对 对 对	Not super
唔對路	Be right	Not the Right Way
唔ට	ට	Wun-Gee
唔定	Be sure	Uncertain
唔跌反升	Omit	Don't fall and rebound
唔多唔少	少 少 少 少 少	Not much, not less
唔到	Be able to	Not to
唔到你唔V.	Hey to you, v.	Not to you. V.
咩	Somewhere	baa
孭	Bleak	
揹	back	Back
᥼	Bleak	
累	tired	
歪	crooked	crooked
孭包袱	Burden	Furoshiki
孭簿	Bonus	Scrapbook
孭帶	Band	Bandings
咩ు	ు	Baa
孭袋	Pocket bag	Pouches
孭飛	Fly away	Flying
咪	mum	Mimi
屘	Bleak	
眯	squint	Squinting
睸	Bleak	
蝞	Bleak	
謎	puzzle	Enigma
狦	Bleak	
弥	Dazzling	Mi
微	micro	Micro
楣	lintel	frieze
眉	eyebrow	Eyebrows
微	micro	Micro
溦	Bleak	
糜	Mild	Mi
尾	tail	Tail
美	beautiful	beauty
尾	tail	Tail
味	taste	taste
昧	Obscure	Ambiguous
未	not yet	Not
沕	abstruse	
沬	Bleak	Foam
味	taste	taste
尾板	Tail plate	Tail plate
尾班車	Tail	Last bus
未必	not necessarily	Not necessarily
未曾	Not	Never
尾七	Tail seven	Tail seven
尾車	Tail car	Tail car
尾場	Tail	Tail field
眉豆	Eyebrow bean	Eyebrow beans
未夠秤	No scale	Not Enough Scales
沬鏡	Mirror	Foam mirror
美國鬼	American ghost	American ghost
美國佬	American guy	American
未學行先學走	Learn first without learning	No school first learn to walk
未有耐	Unbearable	Not resistant
屘二	Second	ji
尾二	Twist	Tail Two
尾冚	Tail	Tail
眉鉗	Eyebrow pliers	Brow tweezers
微菌	Microbacterial	Microbacteria
屘孻	Bleak	
尾龍骨	Tail	Tail keel
睸๺口	睸 睸 ๺ 睸	
睸๺眼	睸 睸 ๺ 睸	
咪咪	Mimne	Mimi
溦溦雨	溦 溦 溦 溦	Rainfall
屘屘屎	Shit	Shit
尾尾屎	Tail shit	Tail Shit
尾牙	Tail	Tail teeth
未死過	Not dead	Not dead
沬水	Water	Foaming water
屘屎	Shit	Shit
尾市	Tail city	Ono-shi
尾數	mantissa	mantissa
未V.完,就	No V. finished, just	After V. finished, on
尾指	Tail finger	Tail finger
未至到	Not to arrive	Not To
眉精眼企	Eye Eye	Eyebrow
屘脽	Bleak	
歪音	Crooked	Crooked
咩人	Babble	Baa people
咩嘢	咩 嘢	BaYeah
孭咭數	Sideline	Number of Cards
咩料?	?	What material?
孭唔起	孭 孭	Gall
歪帽	Crooked	Crooked Hat
MAN	Man	MAN
名	name	First name
命	Life	Life
命水	Mate	Water of Life
歪身歪勢	Crooked	Crooked
咩事啊?	Well?	What happened?
咩時候	Time	When
孭數	Quota	Number of
	Bleak	
孭鐵	Iron iron	Ferroon
士	   	taxis
咩話?	?	What words?
孭鑊	Bleak	Wok
孭咋	孭 孭 孭 孭	ye
孭債	Bonded debt	Debts
孭仔	Tadpole	Cowboy
孭仔燈	Taidin lamp	Cowboy Lamp
孭仔婆	Taipa	Grandma
唔化	Do not	Mitification
唔化算	Citrill	Hullification
唔忿氣	气	Not fury
唔敢當	Dare to be	Don't dare
唔緊要	Tight	It's not important
唔夠	Enough	Not Enough
唔夠膽	Bold enough	Not brave enough
唔夠瞓	瞓 瞓 瞓	Not enough
唔夠喉	Laryn	Not enough throat
唔夠氣	Be angry enough	Not Enough
唔夠佢嚟	唔够渠嚟	Not enough for him.
唔記得	Remember	Don't remember
唔見得光	I see light	I don't see the light
唔經唔覺	Scripture	Don't feel it
唔見棺材唔流眼淚	See the coffin and tears	Don't see coffins, tears.
唔見過鬼都唔怕黑	I have seen ghosts, I am afraid of darkness	I've seen ghosts are not afraid of the dark
唔見咗	See	Well, see you.
唔⤹	⤹	Wun-Gee
唔該	Should	Should not
唔該晒	Wugai sun	Shouldn't the sun
唔該先	Should	Should not first
唔覺意	Awareness	Unconsciously
唔覺眼	Notice	I don't feel the eye
唔怪得	Weird	No wonder
唔怪得之	Weird	No wonder
唔怪之	Weird	of No Blame
唔怪之得	Weird	No wonder
唔關你事	It's about your business	Well, it's about you.
唔關事	Care	It's not about that.
唔鹹唔淡	淡 淡 淡	Salty
唔鹹唔淡嘅廣東話	Cantonese	Salty Cantonese
唔鹹唔淡嘅普通話	Salted mandarin	Salty Putonghua
唔係	Do not	Not
唔喺度	喺	Um
唔係噉講	No talked about	Don't talk
唔係噉話	唔 系 系	Don't talk
唔係幾	系 系 系	Not a few
唔係幾妥	What is it right?	Not a few
唔係嘅話	系 系	Not words
唔係啩	啩 啩	Don't be
唔係好	Is it good	Not good
唔係人噉品	No one	Not a human product
唔係 … 又唔係 …	No ... again ...	Not... and not...
唔係路	Do not	Not the road
唔係猛龍唔過江	江 Raptors crossed the river	Not a fierce dragon
唔係呢	What about it	Um, huh?
唔係你財,唔入你袋	No for your wealth, I enter your bag	Not your money, not into your bag
唔係你估	Is it your estimate	Not your estimation.
唔喺處	喺 喺	Not in
唔係就	系	Not just
唔恨	Hate	Hate
唔合格	合 合	Unqualified
唔起	Unbelievable	Um
唔响度	Loudness	Not loud
唔响處	Noise	Ringing
唔開心	Be happy	Not happy
唔開心嘅嘢	心 心	Not happy
唔開胃	Appetizing	Not appetizing
唔好	Good	Not good
唔好彩	Omit	Not good color
唔好咁趙串	Oh, Zhao Chuan	Not good.
唔好咁V.	唔 Oh. V.	Not good. V.
唔好頸	Nobble	Not good neck
唔好見怪	好 好 好	Oh, no. See you.
唔好客氣	Polite	Not kind
唔好意思	excuse me	I'm sorry.
唔好意頭	Be good -looking	I'm not happy
唔好話	Good words	Bad words
唔好再噉樣!	Oh, it's better!	Not good again!
咪	mum	Mimi
瞇	squint	squint
咪	mum	Mimi
冖	Bleak	
糸	Bleak	Itoshi
咪呣	Mate	Mimics
棉	cotton	Cotton
眠	sleep	Sleep
綿	cotton	Cotton
免	waived	Free
冕	Crowns	Crowns
娩	delivery	childbirth
緬	Myanmar	Burma
免	waived	Free
宀	Bleak	
面	noodle	Faces
麵	noodle	NOODLE
面	noodle	Faces
麵包布甸	Bread	Bread Pudding
麵餅	Noodle cake	BREAD
面青青	Face	Blue-faced
面青口唇白	Face blue mouth	Facial Mussel Lip White
麵檔	Face gear	Noodle File
免費泊車	Free parking	Free parking
麵粉公仔	Flour doll	Flour Doll
MINK	Mink	MUK
冥	deep	Underworld
名	name	First name
明	bright	Ming
皿	Dish	Dish
命	Life	Life
面巾	washcloth	Face towel
明火	Light fire	Flames
明克	Mingke	Ming Ke
明渠	Dwarf	Nullah
免焗芝士蛋糕	Free baked cheese cake	Bake-Free Cheesecake
明屈	Flexion	Ming Qu
面係人哋畀，架係自己丟	The facial tie people are so losing, the frame is lost by itself	Faces people，Frame their own lost
面口	Noodle	Face mouth
免遣返保護聲請	Removal of repatriation protection sound	Repatriation Protection Claims
面紅紅	Red	Red Face
面紅面綠	Red face green	Red Face Green
綿羊	sheep	Sheep
綿羊電單車	Sheep motorcycle	Sheep Motorcycle
綿羊仔	Cotton sheep	Sheep
免嗡	Savage	No hum
免嗡牛柳	Free mulk	Om Free Beef
棉褸	Cotton	Cotton Jacket
面懵心精	Sorrowful	Face Mess
棉衲	Cotton	Pamukkale
面皮	Dough	Face skin
面皮厚	Tough	Thick skin
面盆	Basin	Lavatory
面盆架	Pelvic rack	Basin Rack
面衫	Noodle shirt	SHIRT
麵豉	Noodle	Miso
面色	complexion	Face color
面聖	Sanctification	Face saint
棉胎	Cotton	Cotton tyre
面黃黃	Yellow	Face Yellow
免治	Exempt from governance	Remempt
面尖尖	Tip	Face tip
免治牛肉	Beef	Minced beef
面左左	Left -handed	Face Left Left
面䏭	Sideline	Mare
面䏭墩	Noodle	Mound
MISS	Miss	MISS
搣	Bleak	
滅	Destroy	extinguishing
滅	Destroy	extinguishing
搣柴	Lack of firewood	Firewood
滅火喉	Extinguish	Fire extinguishing throat
搣開	Open up	Open
搣爛	Rotten	Rotten
搣甩	Dump	rejection
搣面䏭	搣 搣 䏭 䏭	Mare
搣皮	Tadpole	Naughty skin
搣匙	Spoon	Spoon
喵	Meow	Meow
ക	Bleak	
瞄	aim	Aiming
秒	Second	Seconds
妙	wonderful	Miu
廟	temple	Temple
廟	temple	Temple
കക嘴	Puddle	Pouting
ക嘴	Puddle	Pouting
ക嘴ക舌	Sleeping my tongue	Pouting
唔曳	Sway	Wailing
唔 … 又 …	Hmm ... again ...	Um... again...
唔ฐ用	ฐ ฐ	Do not use
唔拘	Be detained	Um
唔理	Unreasonable	Unreasonable
唔理三七二十一	Three Seven Twenty -one	No, three seven, twenty-one.
唔撈	Fish	Well fishing
唔๺得個鼻	I have a nose	Well, get a nose.
唔 … 乜滯	Well ... 滞 stagnant	Well... what lag
唔 … 唔得	Well ...	Well... not
唔明	Unknown	Ming
唔滿意	Be satisfied	Not satisfied
唔ฎ更	ฎ ฎ ฎ	Not to change
唔啱	Unhappy	Wam
唔啱KEY	KEY	Wam Key
唔啱嘺	嘺 嘺 嘺	Wam Ngam
唔啱你	Well you	Well, you
唔啱嘴形	啱	Un-shaped mouth
嚤	Bleak	
摩	Gap	Morris
魔	magic	Demon
摸	touch	Touch
摸	touch	Touch
嘸	Bleak	
磨	grind	Mill
蘑	mushroom	Mushrooms
磨	grind	Mill
摩打	Beating	Motor
摩登	modern	MODIN
磨豆腐	Grind tofu	Grind tofu
蘑菇三文魚薄餅	Mushroom salmon cake	Mushroom Salmon Pizza
摩晞	Scream	Mo Hei
唔愛	Love	Not Love
剝	peel	Stripping
寞	lonely	Lonely
幕	screen	curtain
莫	No	Mo
莫	No	Mo
莫財	Wealth	Mo Cai
剝花生	Peanut peanut	Peeled Peanuts
莫薑	Ginger	Mo Ginger
剝光豬	Divestick	Peeled pig
剝牙	Peel	Peeling teeth
剝皮牛	Peeling cow	Skinned cow
莫薩里拉芝士	Mosari La Cheese	Mozzarella (cheese)
摩羅	Moro	Moro
摩囉差	Mo Mo	Mora poor
嚤囉差拜神	嚤 嚤 嚤 嚤 嚤 嚤 嚤 嚤 嚤 嚤 嚤 嚤	Worship God
摩羅差街	Moro Street	Poor Morro Street
嚤囉差騎膊馬	膊 膊 膊 膊 riding horse	Hello poor shoulder riding
摩羅廟街	Moro Temple Street	Mosque Street
摸盲公	Touch the blind man	Touching Blind
摸盲盲	Blindly	Touch-blind
摩摩揸喳	Mosho	Mocha Cha
摸門釘	Touched the door	Touch Door Nail
芒	mango	Mans
亡	Death	Death
忘	forget	Forget
忙	busy	Busy
杧	Bleak	
網	net	Net
蟒	python	Python
網	net	Net
望	see	Looking
網吧	Internet cafes	Internet cafes
杧菓	杧 杧 杧	Wagashi
杧菓布甸	杧 杧 甸 杧 杧	Confectionary Pudding
望二眼	Look at	Look Two Eyes
忘我	Selfless	Forget Me
望天打卦	Hope to the heavenly	Watch-day gossip
望住	Look at	Looking to live
唔安樂	乐 乐	Unhappy
磨心	Grind	grinding heart
摸身摸勢	Touched	Touching
嚤手嚤腳	嚤 嚤 嚤 嚤 嚤	Baffles
磨剃刀布	Grinding razor	Shaving cloth
呣	Bleak	
模	mold	MOLD
毛	hair	Hairy
無	none	None
誣	Pushing	falsely
毛	hair	Hairy
模	mold	MOLD
毛	hair	Hairy
冇	without	No
姆	Murderous	Mm
武	Martial arts	Wu
母	mother	Mother
舞	dance	Dance
母	mother	Mother
冒	Take up	risking
務	Work	Service
墓	tomb	tomb
慕	Admire	Mu
瑁	Bleak	sbill
霧	fog	Fog
帽	cap	Cap
冇辦法	No way	No way
冇把炮	No gun	No guns
冇品	Unintelligo	No Products
冇柄士巴拿	巴 士 士	Gambana
冇表情	Not express	No expression
毛布	Coat	Fur cloth
冇車階級	Car	Car Free
冇出息	Go out	No Interest
無僭建村屋安居又幸福	Wuyujian Village House is happy and happy	Unauthorised village houses are safe and happy
冇錢	Money	No Money
無情白事	Ruthless	A ruthless thing
無情雞	Ruthless chicken	ruthless chicken
冇錯	Misunderstand	No Wrong
冇穿冇爛	Whenever we wear	Wear no bad
母帶	Mother belt	Master Belt
冇膽	Bold	No Bold
冇膽匪類	Bandy bandit	Bold bandits
冇膽嘅人	Bold	The Man Who Is No Guts
冇啖好食	冇 好 好	No Good Food
冇搭霎	Take up	No Sharp
冇得頂	Do not get the top	No top
模特兒公仔	Model doll	MODEL DOLL
冇得傾	Pour	No inclination
冇得撈	Get caught	MAOCHMAIN
冇得⺳	⺳ ⺳	No Obtained
冇得彈	Bombs	No bomb
冇得V.	No V.	No V.
冇定性	Definition	Unqualitative
冇定準	Be accurate	No Accuracy
冇刀冇槍	Knife	No knife, no gun
無端白事	For no reason	Unvoubteous things
無端端	suddenly	Endless
冇花冇假	假 假 假 假 假	No flowers, no leave
冇番咁上下	下 下 up and down	No up and down
無飯開	No rice	Open without rice
無犯罪紀錄證明書	Certificate without crime	Certificate of No Criminal Conviction
冇份	Uniform	No copy
無婚姻紀錄證明書	No marriage record certificate	Certificate of No Marriage Record
冇飛士	冇 冇 飞	No Flies
冇符	Unclear	Unmatched
帽架	Hood	Hat rack
冇家教	Tutor	No tutoring
冇解	Unsolved	No solution
冇格仔	冇 仔	Checkered
冇交帶	Band	No crossings
冇覺好瞓	Homorious 瞓 瞓 瞓	No Feeling Good
冇交易	Trading	No Transaction
冇計	Scheme	No count
冇計	Scheme	No count
冇偈傾	倾 倾 倾	No tilting
冇 … 咁 …	...… ...	No... so...
冇咁大個頭,唔好戴咁大頂帽	Dan big head, wearing a big hat	No big head, not so big hat
冇咁好氣	好 好	Not so good
冇咁S.V.	S.V.	No S.V.
冇緊要	Permanent	Not important
毛巾仔	Towel	Towel
冇幾何	冇 几	No geometry
冇幾耐	A few resistance	Not a few
冇記性	Memorize	Remembering
毛管	Hairy tube	Capillary
毛公仔	furry doll	Plush Doll
毛瓜	Wool melon	Hairy melon
冇下扒	Take off	No Chops
冇口齒	Tutor	No mouthtooth
冇可能	Possibility	No possibility
冇൉	൉	No
冇陰功	Yin Yin Gong	No Yin Gong
冇人	Noise	No one
冇癮	Be addicted	No Addiction
冇人情味	Humane	No human
冇人有	No one	No one has
冇人性	Humanity	No Humanity
冇有怕	There are scared	No fear
冇嘢	Unbelievable	No
冇嘢好講	嘢 嘢 嘢 嘢	No good talk
冇嘢遮頭	嘢 嘢	No cover
冇嘢做	嘢	Do nothing
冇益	Not benefit	Beneficial
冇掩雞籠	Cover the chicken cage	Chicken Cage
冇意思	Meaning	Uninteresting
冇耳性	Elasticity	No ear
冇腰骨	Lumbar bone	No lumbar
冇用	Use	No use
冇雨喇	Rain	No Rain La
毛茄	Wool eggplant	Maigatos
冇佢符	Purse	amitryph
冇佢修	渠 渠 渠	No repair
無啦啦	Nothing	No friends
冇啦啦	Oh,	No!
毛冷	Cold	Wool cold
毛冷線	Cold wire	Wool Cold Line
冇厘搭霎	厘	No Sharp
冇理由	Do not reasons	No reason
冇厘神氣	神 神 qi	No Kami
無厘頭	Nonsense	No-nonsensical
冇厘頭	Clarity	No Bali
冇雷公咁遠	雷 咁 咁	No Thunder is so far
無論邊度 … ,都 …	No matter the border ..., it's ...	Regardless of the margin..., all...
無論邊個 … , … 都 …	No matter how one ..., ... ...	Regardless of the side... all...
無論點	No matter	Regardless of the point
無論點樣 … ,都 …	Regardless of the same ..., it's all ...	No matter what..., all...
無論幾點鐘 … ,都 …	No matter what time ..., it's ...	No matter what hour...
無論幾多 … ,都 …	No matter how much ..., it's ...	No matter how many...
無論幾時 … ,都 …	In any time ..., it's ... ...	No matter what time...
無論係點,都 …	Regardless of the point, it's ...	Regardless of the points, all...
無論係 … ,都 …	Regardless of ..., it's all ...	No matter what..., all...
無論乜嘢 … ,都 …	No matter ..., it's ...	No matter what..., all...
冇料	Unpredictable	No material
冇料到	Unexpected	No material to
無聊賴	Boring	Boring
冇米粥	Porridge	No Rice Congee
冇問題	No problem	No problem
冇乜	Unscrupulous	No What
冇乜嘢	冇乜嘢	No What
冇乜意思	Meaning	What does it mean?
冇乜兩句	Two words	No two sentences
冇乜事	乜 乜	What is it?
冇乜所謂	冇 冇 乜	What does it mean
冇味	Taste	Tasteless
冇味道	Taste	No taste
冇尾飛砣	Tail Flying	No-tailed Flying Dwarplanes
冇尾燒豬	Tail burning pig	No tail roast pork
冇面	Noodle	No face
毛毛公仔	Hairy doll	Plush Doll
冇ฎ更	冇 ฎ ฎ	No change
冇挐掕	冇 掕 掕	No Uncorted
無ฎฎ	Noble	No
冇ฎ์	ฎ์	No
冇你咁好氣	You are so angry	You're not so angry.
冇牙公	冇 牙 牙	No Teeth
冇牙佬	冇 牙	No Teething
冇牙老虎	冇 冇 牙	Tooth-tooth-tooth-tiger
冇眼睇	Dazzle	No Eye
冇牙婆	冇 冇	No Teeth
冇呢支歌仔唱	冇 仔 仔 仔 仔 仔	Singers
冇腦	Brain	No Brain
冇牌	Campaign	No Card
無牌樓上吧	Beltocks on the unknown floor	No license. Upstairs.
冇牌小販	牌 牌 牌	Unlicensed Hawkers
無牌酒吧	Unlicensed bar	Unlicensed Bars
毛片	Wool	Fur
冇譜	Score	No spectrum
冇PR.咁S.V.	. Pr. V S.V.	No PR.
冇晒表情	冇 晒	No Sun Emoticon
冇晒電	冇晒电	No electricity
冇晒符	冇晒符	No-sun symbol
冇散紙暢	冇	No loose paper
冇散紙贖	Scattered paper redemption	No loose paper redemption
冇心機	Unprepared	MAOXIN
舞神	Dance god	Dance God
冇修	Repair	No repair
冇手尾	Tail	No Handtail
冇手尾跟	Handto tail heel	No Handtail
毛手毛腳	Fur	hairy hands and feet
冇死	Die	No Death
冇死錯人	Destin the wrong person	No Dead Wrong Man
冇聲狗	Holy Dog	No sound dog
冇聲氣	Loud	No sound gas
冇水	Water	No water
冇事	Do nothing	nothing
慕士	Mousse	Mousse
慕士蛋糕	Mu Shi cake	Mousse Cake
冇時定	Time	No time
冇時閒	闲	No Time
冇時冇候	候 候 候	No time
無線電視翡翠台	Wireless TV Emerald Terrace	TVB Jade
無線電視台	TVB	TVBV
舞小姐	Miss Dance	Miss Dance
冇相干	Coherent	No Coherence
無上裝	Uniform	No Top
冇所謂	No so -called	No so-called
冇餸飯	餸 餸 餸	No food rice
無他	No	Without him
冇睇到	No	Did not see
冇堂	Dignified	No Church
冇V.就假	V. fake	No V. on false
冇話	Not speak	No words
冇話過	Talk about	No words
無謂	Uninteresting	No
無核青提子	Non -nuclear green Tiko	Nuclear-free raisin
冇揸拿	揸 揸 揸	No Clana
帽仔	Hood	Hat Boy
冇 … 就	...	No... just
冇走雞	走 走	No chicken
冇走盞	Go away	No light
毛氈	Felt	Felt
冇精神	Be spiritual	No spirit
冇咗	Unbelievable	No
冇著衫	Shirt	No shirt
摸酒杯底	Touch the bottom of the wine glass	Touch the bottom of the glass
唔晒	Do not show up	Hay Sun
唔三唔四	四 唔	Well, three, four
唔生性	Be born	Eupgenous sex
唔使	Uninhabited	Do not
唔使錢	Make money	Don't Make Money
唔使慌	Panic	Don't panic
唔使計	Be	Don't want to count
唔使警	Make a police officer	Don't Make Police
唔使客氣	Polite	Not to be very welcome
唔使恨	Hate	Don't hate
唔使拘	Be detained	Unrestrained
唔使問	Omit	Don't ask
唔使問阿桂	使 使	Don't ask Ah Kwai
唔使唔該	该	Do not
唔使怕	Scared	Don't Be Afraid
唔使審	Trial	Do not trial
