Word	POS	Def	derogatory	offensive	vulgar	age	crime	disability	ethnicity	geography	other	politics	religion	sex	socioeconomic	substance	suicide
#MeToo	noun	social movement opposing sexual harassment					sexual					feminism		gender_female, sexuality
irredentists	noun	person advocating restoration to their country of any territory										supporter
ism	noun	distinctive practice, system, or philosophy	y
isms	noun	distinctive practice, system, or philosophy	y
issei	noun	Japanese immigrant to North America							asian
ist	noun	follower of distinctive practice, system, or philosophy	y
ists	noun	follower of distinctive practice, system, or philosophy	y
it	pronoun	sex appeal												sexuality
ithyphallic	adjective	(of statue of deity) having erect penis												bodypart_genital, sexuality
jabroni	noun	foolish person	y
jabronis	noun	foolish person	y
jack	noun	ordinary man					police
jack	verb	take something illicitly					y
jack off	verb	masturbate			y									sexuality
jack shit	noun	anything at all			y
jack shits	noun	anything at all			y
jack up	verb	inject oneself with illegal drug														drugs
jack-off	noun	irritating person			y
jack-offs	noun	irritating person			y
jack-up	noun	dishonest or underhand practice or arrangement					y
jack-ups	noun	dishonest or underhand practice or arrangement					y
jackass	noun	stupid person	y
jackasses	noun	stupid person	y
jacked	verb	take something illicitly					y
jackeen	noun	city-dweller	y
jackeens	noun	city-dweller	y
jacking	verb	take something illicitly					y
jackleg	noun	incompetent, unskilful, or dishonest person	y
jacklegs	noun	incompetent, unskilful, or dishonest person	y
jackoff	noun	irritating person			y
jackoffs	noun	irritating person			y
jacks	noun	ordinary man					police
jacks	verb	take something illicitly					y
jackshit	noun	anything at all			y
jackshits	noun	anything at all			y
jacksie	noun	person's bottom												bodypart_buttocks
jacksies	noun	person's bottom												bodypart_buttocks
jacksy	noun	person's bottom												bodypart_buttocks
jade	noun	bad-tempered or disreputable woman	y
jades	noun	bad-tempered or disreputable woman	y
jag	noun	bout of unrestrained or excessive indulgence in alcohol or drugs, or in particular emotion or activity														drugs
jag-off	noun	stupid person	y
jag-offs	noun	stupid person	y
jagoff	noun	stupid person	y
jagoffs	noun	stupid person	y
jags	noun	bout of unrestrained or excessive indulgence in alcohol or drugs, or in particular emotion or activity														drugs
jail-bait	noun	teenager considered in sexual terms but under age of consent				young								sexuality
jailable	adjective	(of offence) serious enough for perpetrator to be imprisoned					y
jailbait	noun	teenager considered in sexual terms but under age of consent				young								sexuality
jati	noun	caste or subcaste											hindu_caste
jatis	noun	caste or subcaste											hindu_caste
jawan	noun	male police constable or soldier					police
jawans	noun	male police constable or soldier					police
jazz	noun	type of music characterized by improvisation							black
jazzbo	noun	jazz musician or jazz enthusiast							black
jazzbos	noun	jazz musician or jazz enthusiast							black
jehad	noun	war or struggle against enemies of Islam										war	fundamentalism, muslim
jehadi	noun	person involved in jihad										war	fundamentalism, muslim
